id_produto,nome_produto,descricao,categoria,sub_categoria,tamanho,cor,preco_unitario,estoque_disponivel
101,Saias Curta Estilo 45,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,38,Laranja,478.84,183
102,Moletom Street Estilo 3,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Street,P,Bordô,374.35,123
103,Calças Jeans Estilo 32,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,42,Rosa Bebê,387.06,400
104,Jaquetas Casual Estilo 12,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,40,Turquesa,487.36,477
105,Calças Jeans Estilo 40,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,XG,Branco,47.49,388
106,Calças Legging Estilo 49,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,38,Laranja,326.61,20
107,Vestidos Curto Estilo 7,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,42,Cinza,92.51,331
108,Acessórios Lenço Estilo 13,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,XG,Amarelo,235.53,151
109,Jaquetas Couro Estilo 48,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,G,Cinza,412.4,419
110,Jaquetas Casual Estilo 38,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,P,Bege,481.02,54
111,Jaquetas Casual Estilo 9,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,P,Rosa Bebê,393.86,295
112,Acessórios Cinto Estilo 22,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,G,Bege,372.99,471
113,Acessórios Chapéu Estilo 13,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,GG,Laranja,418.86,261
114,Shorts Praia Estilo 40,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,44,Bordô,94.7,39
115,Blusas Off Shoulder Estilo 41,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,40,Bordô,63.21,45
116,Vestidos Curto Estilo 7,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,M,Amarelo,138.27,312
117,Acessórios Meia Estilo 2,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,GG,Bordô,471.99,477
118,Saias Godê Estilo 46,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Godê,38,Branco,439.95,85
119,Saias Midi Estilo 35,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,46,Vermelho,430.9,482
120,Acessórios Meia Estilo 26,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,46,Preto,286.49,461
121,Calças Legging Estilo 17,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,P,Preto,188.78,138
122,Jaquetas Inverno Estilo 49,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,P,Azul Marinho,125.89,423
123,Shorts Esportivo Estilo 16,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,42,Branco,408.56,293
124,Camisetas Manga Longa Estilo 5,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Manga Longa,40,Laranja,377.37,480
125,Calças Legging Estilo 9,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,XG,Marrom,49.52,23
126,Blusas Cropped Estilo 42,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Cropped,38,Cinza,254.37,405
127,Jaquetas Casual Estilo 4,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,P,Turquesa,397.36,105
128,Acessórios Chapéu Estilo 44,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,P,Roxo,256.52,203
129,Moletom Escolar Estilo 28,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Escolar,40,Roxo,94.65,229
130,Calças Moletom Estilo 23,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Moletom,GG,Rosa Bebê,235.07,34
131,Jaquetas Couro Estilo 6,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,46,Preto,136.65,387
132,Acessórios Cinto Estilo 1,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,GG,Bordô,56.64,34
133,Vestidos Tubinho Estilo 12,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,XG,Preto,177.54,313
134,Jaquetas Inverno Estilo 9,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,46,Cinza,254.89,67
135,Calças Jeans Estilo 17,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,44,Vermelho,262.52,381
136,Shorts Jeans Estilo 29,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Jeans,XG,Rosa Bebê,396.6,154
137,Jaquetas Inverno Estilo 21,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,44,Roxo,78.96,182
138,Moletom Unissex Estilo 18,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Unissex,M,Vermelho,458.56,435
139,Acessórios Lenço Estilo 20,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,44,Vermelho,87.59,376
140,Vestidos Midi Estilo 16,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,42,Bege,389.07,492
141,Calças Jeans Estilo 32,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,P,Verde Militar,160.54,201
142,Saias Midi Estilo 4,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,XG,Bordô,316.48,258
143,Camisetas Cropped Estilo 25,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Cropped,42,Preto,135.39,199
144,Vestidos Tubinho Estilo 35,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,P,Bege,173.32,282
145,Shorts Esportivo Estilo 39,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,38,Bordô,456.4,419
146,Jaquetas Casual Estilo 22,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,46,Cinza,436.8,405
147,Camisetas T-shirts Estilo 36,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,40,Marrom,468.16,152
148,Acessórios Chapéu Estilo 28,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,46,Marrom,297.0,270
149,Saias Curta Estilo 25,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,42,Marrom,496.43,126
150,Vestidos Midi Estilo 18,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,XG,Branco,499.34,399
151,Acessórios Meia Estilo 22,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,46,Cinza,48.04,145
152,Shorts Praia Estilo 43,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,XG,Turquesa,336.82,400
153,Camisetas T-shirts Estilo 20,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,46,Bege,180.77,140
154,Vestidos Tubinho Estilo 30,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,P,Amarelo,34.07,23
155,Shorts Social Estilo 41,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Social,44,Vermelho,221.95,301
156,Calças Moletom Estilo 40,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Moletom,44,Rosa Bebê,477.95,230
157,Vestidos Curto Estilo 50,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,XG,Verde Militar,438.36,70
158,Jaquetas Couro Estilo 10,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,46,Bege,53.2,63
159,Camisetas Regatas Estilo 44,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Regatas,44,Bordô,236.85,167
160,Camisetas Regatas Estilo 4,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Regatas,XG,Verde Militar,37.48,437
161,Shorts Esportivo Estilo 39,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,GG,Rosa Bebê,81.21,264
162,Blusas Tricô Estilo 33,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Tricô,M,Vermelho,125.8,297
163,Shorts Social Estilo 5,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Social,40,Verde Militar,97.15,172
164,Shorts Praia Estilo 27,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,38,Amarelo,472.87,155
165,Camisetas Regatas Estilo 24,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Regatas,P,Verde Militar,467.15,471
166,Camisetas T-shirts Estilo 39,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,GG,Turquesa,177.06,371
167,Acessórios Meia Estilo 14,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,40,Bordô,303.76,341
168,Vestidos Tubinho Estilo 49,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,M,Branco,480.45,119
169,Acessórios Chapéu Estilo 35,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,M,Bordô,442.79,413
170,Camisetas Cropped Estilo 43,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Cropped,44,Roxo,237.18,142
171,Jaquetas Inverno Estilo 16,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,38,Vermelho,405.43,190
172,Jaquetas Corta-Vento Estilo 21,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Corta-Vento,M,Marrom,143.19,380
173,Moletom Feminino Estilo 6,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Feminino,38,Roxo,267.55,473
174,Shorts Social Estilo 39,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Social,GG,Amarelo,399.46,122
175,Vestidos Longo Estilo 50,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Longo,40,Bege,304.74,75
176,Saias Plissada Estilo 22,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,38,Branco,68.21,220
177,Acessórios Lenço Estilo 37,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,42,Bege,444.18,106
178,Vestidos Tubinho Estilo 1,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,G,Branco,226.65,396
179,Acessórios Chapéu Estilo 48,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,M,Azul Marinho,438.55,431
180,Moletom Street Estilo 45,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Street,G,Branco,92.12,448
181,Acessórios Chapéu Estilo 28,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,38,Azul Marinho,218.99,290
182,Jaquetas Inverno Estilo 8,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,38,Bordô,452.13,307
183,Calças Jeans Estilo 5,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,38,Amarelo,457.92,327
184,Blusas Off Shoulder Estilo 19,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,42,Marrom,93.16,98
185,Acessórios Cinto Estilo 10,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,P,Laranja,308.63,350
186,Blusas Off Shoulder Estilo 21,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,42,Azul Marinho,268.97,306
187,Saias Midi Estilo 15,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,XG,Amarelo,190.23,293
188,Acessórios Chapéu Estilo 19,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,38,Cinza,179.63,96
189,Vestidos Midi Estilo 48,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,GG,Cinza,273.89,299
190,Shorts Esportivo Estilo 23,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,XG,Azul Marinho,85.62,145
191,Blusas Off Shoulder Estilo 15,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,G,Verde Militar,471.33,137
192,Calças Social Estilo 43,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Social,XG,Azul Marinho,75.01,287
193,Acessórios Lenço Estilo 2,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,46,Preto,481.03,281
194,Acessórios Lenço Estilo 1,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,42,Bordô,416.43,194
195,Jaquetas Inverno Estilo 37,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,40,Marrom,238.97,69
196,Blusas Gola Alta Estilo 8,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Gola Alta,M,Amarelo,447.67,257
197,Saias Midi Estilo 9,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,XG,Marrom,344.2,500
198,Shorts Esportivo Estilo 48,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,GG,Marrom,64.84,85
199,Acessórios Meia Estilo 18,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,42,Bege,375.6,349
200,Calças Moletom Estilo 3,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Moletom,40,Branco,468.11,411
201,Acessórios Meia Estilo 13,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,44,Bege,423.59,325
202,Camisetas T-shirts Estilo 16,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,G,Laranja,206.72,487
203,Jaquetas Couro Estilo 17,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,42,Azul Marinho,257.62,100
204,Blusas Gola Alta Estilo 9,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Gola Alta,GG,Bege,441.56,491
205,Acessórios Lenço Estilo 1,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,40,Branco,260.52,317
206,Jaquetas Couro Estilo 3,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,40,Marrom,153.54,199
207,Jaquetas Inverno Estilo 31,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,44,Bege,478.44,454
208,Saias Curta Estilo 19,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,42,Amarelo,404.37,205
209,Shorts Social Estilo 19,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Social,M,Vermelho,82.71,456
210,Saias Godê Estilo 29,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Godê,38,Vermelho,341.24,64
211,Vestidos Tubinho Estilo 21,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,M,Rosa Bebê,357.48,365
212,Vestidos Tubinho Estilo 32,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,46,Cinza,352.89,19
213,Saias Plissada Estilo 33,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,GG,Bordô,397.83,36
214,Acessórios Meia Estilo 17,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,38,Cinza,213.85,231
215,Moletom Unissex Estilo 17,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Unissex,P,Verde Militar,258.09,117
216,Shorts Esportivo Estilo 20,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,42,Cinza,133.92,453
217,Vestidos Longo Estilo 50,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Longo,M,Laranja,316.95,71
218,Acessórios Cinto Estilo 47,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,P,Turquesa,208.12,404
219,Shorts Praia Estilo 50,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,44,Branco,337.72,270
220,Jaquetas Inverno Estilo 35,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,GG,Azul Marinho,423.83,207
221,Jaquetas Inverno Estilo 11,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,38,Rosa Bebê,224.2,288
222,Jaquetas Casual Estilo 3,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,P,Turquesa,471.87,57
223,Acessórios Chapéu Estilo 32,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,P,Azul Marinho,162.95,17
224,Jaquetas Couro Estilo 3,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,XG,Marrom,88.01,406
225,Moletom Unissex Estilo 9,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Unissex,XG,Bordô,69.81,42
226,Acessórios Chapéu Estilo 2,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,P,Marrom,420.12,314
227,Vestidos Midi Estilo 48,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,46,Turquesa,213.73,430
228,Saias Plissada Estilo 28,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,44,Marrom,40.91,145
229,Blusas Cropped Estilo 7,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Cropped,XG,Bege,300.71,197
230,Saias Godê Estilo 6,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Godê,GG,Cinza,293.57,252
231,Saias Curta Estilo 25,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,P,Amarelo,371.85,492
232,Shorts Esportivo Estilo 29,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,GG,Laranja,488.24,208
