id_produto,nome_produto,descricao,categoria,sub_categoria,tamanho,cor,preco_unitario,estoque_disponivel
367,Calças Social Estilo 24,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Social,40,Bege,189.62,472
368,Jaquetas Corta-Vento Estilo 14,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Corta-Vento,XG,Branco,185.01,360
369,Calças Legging Estilo 46,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,42,Turquesa,144.92,138
370,Shorts Praia Estilo 45,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,42,Rosa Bebê,399.97,363
371,Saias Plissada Estilo 39,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,P,Turquesa,95.71,272
372,Saias Midi Estilo 15,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,38,Laranja,200.38,154
373,Saias Curta Estilo 37,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,XG,Amarelo,365.05,349
374,Saias Curta Estilo 48,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,G,Azul Marinho,315.4,444
375,Moletom Feminino Estilo 41,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Feminino,GG,Preto,429.83,303
376,Saias Curta Estilo 38,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,P,Verde Militar,201.06,265
377,Acessórios Chapéu Estilo 31,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,46,Azul Marinho,486.93,334
378,Vestidos Curto Estilo 34,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,38,Cinza,436.64,253
379,Vestidos Tubinho Estilo 12,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,42,Cinza,36.59,489
380,Calças Moletom Estilo 15,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Moletom,XG,Vermelho,135.33,147
381,Calças Social Estilo 23,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Social,42,Amarelo,297.52,331
382,Camisetas Regatas Estilo 48,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Regatas,GG,Rosa Bebê,342.09,209
383,Calças Moletom Estilo 33,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Moletom,M,Verde Militar,289.94,278
384,Acessórios Cinto Estilo 4,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,42,Laranja,275.69,130
385,Saias Curta Estilo 45,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,GG,Vermelho,354.03,238
386,Vestidos Midi Estilo 39,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,XG,Roxo,160.31,385
387,Jaquetas Casual Estilo 9,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,44,Verde Militar,58.51,121
388,Jaquetas Corta-Vento Estilo 30,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Corta-Vento,M,Roxo,444.27,31
389,Shorts Esportivo Estilo 13,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Esportivo,42,Branco,237.59,248
390,Jaquetas Casual Estilo 35,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,46,Vermelho,311.1,158
391,Camisetas Cropped Estilo 8,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Cropped,42,Turquesa,331.93,306
392,Blusas Tricô Estilo 17,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Tricô,40,Laranja,157.15,328
393,Vestidos Curto Estilo 33,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,42,Roxo,163.27,335
394,Saias Plissada Estilo 35,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,GG,Rosa Bebê,159.29,292
395,Acessórios Meia Estilo 41,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,42,Branco,489.2,489
396,Vestidos Tubinho Estilo 1,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,38,Roxo,251.04,88
397,Vestidos Midi Estilo 49,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,40,Bege,173.08,478
398,Blusas Gola Alta Estilo 41,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Gola Alta,44,Bordô,115.75,403
399,Calças Social Estilo 14,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Social,XG,Roxo,173.43,397
400,Acessórios Chapéu Estilo 7,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,XG,Laranja,128.74,349
401,Vestidos Curto Estilo 11,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,GG,Turquesa,216.13,92
402,Vestidos Longo Estilo 21,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Longo,44,Amarelo,337.04,408
403,Moletom Feminino Estilo 15,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Feminino,XG,Amarelo,469.04,432
404,Saias Plissada Estilo 10,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,XG,Rosa Bebê,371.45,429
405,Shorts Social Estilo 20,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Social,40,Laranja,214.86,218
406,Camisetas Cropped Estilo 4,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Cropped,40,Rosa Bebê,333.42,76
407,Blusas Gola Alta Estilo 2,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Gola Alta,GG,Vermelho,341.07,136
408,Saias Plissada Estilo 2,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,38,Cinza,401.63,171
409,Acessórios Lenço Estilo 14,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,46,Roxo,236.75,145
410,Calças Jeans Estilo 16,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,G,Rosa Bebê,369.64,487
411,Blusas Tricô Estilo 50,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Tricô,40,Marrom,480.97,366
412,Blusas Cropped Estilo 18,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Cropped,46,Laranja,206.16,56
413,Camisetas Manga Longa Estilo 18,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Manga Longa,44,Rosa Bebê,235.82,150
414,Calças Legging Estilo 9,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,M,Rosa Bebê,489.17,380
415,Moletom Escolar Estilo 10,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Escolar,46,Verde Militar,299.72,292
416,Calças Legging Estilo 16,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,38,Laranja,286.8,343
417,Saias Plissada Estilo 45,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,P,Azul Marinho,392.79,39
418,Shorts Praia Estilo 50,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,42,Marrom,445.66,99
419,Shorts Social Estilo 15,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Social,42,Rosa Bebê,186.42,351
420,Saias Plissada Estilo 39,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,P,Azul Marinho,85.92,215
421,Moletom Unissex Estilo 32,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Unissex,P,Bordô,278.25,472
422,Acessórios Meia Estilo 2,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,46,Cinza,497.86,496
423,Acessórios Meia Estilo 35,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,42,Verde Militar,300.06,329
424,Calças Jeans Estilo 37,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,M,Roxo,396.78,277
425,Vestidos Midi Estilo 37,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,42,Laranja,335.48,102
426,Calças Legging Estilo 18,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,42,Amarelo,447.9,383
427,Vestidos Curto Estilo 5,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,G,Bege,300.26,237
428,Acessórios Chapéu Estilo 2,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,40,Laranja,167.99,324
429,Moletom Street Estilo 1,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Street,GG,Rosa Bebê,230.66,137
430,Jaquetas Inverno Estilo 35,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,42,Bege,342.64,399
431,Shorts Jeans Estilo 13,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Jeans,G,Vermelho,174.89,56
432,Camisetas T-shirts Estilo 50,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,G,Roxo,193.7,40
433,Shorts Praia Estilo 15,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,GG,Vermelho,172.28,222
434,Saias Curta Estilo 14,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,38,Preto,94.44,465
435,Blusas Tricô Estilo 25,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Tricô,P,Amarelo,437.64,442
436,Jaquetas Corta-Vento Estilo 4,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Corta-Vento,42,Amarelo,217.51,110
437,Moletom Street Estilo 6,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Street,G,Roxo,459.14,375
438,Acessórios Cinto Estilo 11,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,GG,Branco,472.03,384
439,Shorts Praia Estilo 27,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,GG,Vermelho,492.92,414
440,Acessórios Meia Estilo 31,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,XG,Roxo,82.54,238
441,Camisetas T-shirts Estilo 25,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,40,Cinza,481.84,56
442,Shorts Praia Estilo 20,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,M,Cinza,474.49,338
443,Saias Curta Estilo 45,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,M,Bege,332.38,204
444,Blusas Tricô Estilo 18,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Tricô,38,Preto,96.05,132
445,Vestidos Midi Estilo 9,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,44,Azul Marinho,95.8,245
446,Camisetas T-shirts Estilo 39,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,GG,Bordô,377.63,155
447,Shorts Social Estilo 11,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Social,40,Azul Marinho,111.98,270
448,Vestidos Longo Estilo 24,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Longo,M,Turquesa,106.22,259
449,Jaquetas Inverno Estilo 26,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,38,Bordô,154.54,169
450,Camisetas T-shirts Estilo 22,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,P,Amarelo,45.98,451
451,Vestidos Tubinho Estilo 3,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,44,Cinza,388.28,374
452,Acessórios Lenço Estilo 11,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,M,Preto,193.77,119
453,Calças Legging Estilo 5,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,M,Amarelo,248.18,217
454,Acessórios Chapéu Estilo 9,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,46,Turquesa,329.22,164
455,Blusas Off Shoulder Estilo 17,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,G,Rosa Bebê,338.4,192
456,Calças Legging Estilo 32,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Legging,46,Vermelho,89.04,268
457,Vestidos Longo Estilo 15,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Longo,M,Marrom,74.45,211
458,Saias Midi Estilo 16,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,GG,Verde Militar,116.67,342
459,Saias Plissada Estilo 46,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,42,Bege,307.57,269
460,Saias Curta Estilo 21,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Curta,40,Rosa Bebê,340.66,301
461,Camisetas Cropped Estilo 41,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Cropped,P,Turquesa,122.91,98
462,Camisetas Regatas Estilo 41,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Regatas,P,Bordô,403.44,87
463,Moletom Feminino Estilo 1,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Feminino,46,Amarelo,257.31,181
464,Jaquetas Corta-Vento Estilo 29,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Corta-Vento,GG,Amarelo,321.92,284
465,Blusas Tricô Estilo 48,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Tricô,XG,Bege,391.1,478
466,Shorts Praia Estilo 12,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,XG,Rosa Bebê,409.18,254
467,Acessórios Chapéu Estilo 43,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Chapéu,M,Bege,432.32,395
468,Acessórios Meia Estilo 5,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,38,Cinza,331.78,498
469,Acessórios Lenço Estilo 7,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,GG,Amarelo,420.04,66
470,Acessórios Meia Estilo 9,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Meia,38,Verde Militar,242.61,288
471,Calças Social Estilo 26,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Social,44,Vermelho,96.5,353
472,Jaquetas Casual Estilo 13,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Casual,38,Roxo,312.34,82
473,Acessórios Cinto Estilo 35,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,38,Roxo,138.2,489
474,Acessórios Lenço Estilo 24,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Lenço,G,Branco,349.69,330
475,Jaquetas Couro Estilo 35,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,46,Cinza,433.3,147
476,Camisetas Cropped Estilo 19,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Cropped,40,Roxo,486.74,462
477,Blusas Off Shoulder Estilo 21,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,G,Marrom,470.83,5
478,Calças Moletom Estilo 46,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Moletom,44,Bege,176.35,477
479,Calças Jeans Estilo 49,"Calças em tecido de alta qualidade, design moderno e confortável.",Calças,Jeans,40,Azul Marinho,97.48,426
480,Vestidos Longo Estilo 26,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Longo,G,Bege,226.83,307
481,Jaquetas Couro Estilo 23,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Couro,M,Vermelho,482.68,146
482,Vestidos Tubinho Estilo 8,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Tubinho,46,Bege,101.27,232
483,Vestidos Curto Estilo 49,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Curto,38,Preto,329.18,271
484,Saias Midi Estilo 50,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,46,Amarelo,139.03,229
485,Saias Midi Estilo 35,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Midi,46,Amarelo,102.13,455
486,Shorts Praia Estilo 3,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Praia,40,Bordô,448.72,62
487,Blusas Off Shoulder Estilo 38,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,G,Marrom,354.88,411
488,Blusas Gola Alta Estilo 15,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Gola Alta,44,Branco,71.53,379
489,Shorts Jeans Estilo 43,"Shorts em tecido de alta qualidade, design moderno e confortável.",Shorts,Jeans,42,Bordô,359.65,226
490,Moletom Street Estilo 41,"Moletom em tecido de alta qualidade, design moderno e confortável.",Moletom,Street,M,Bordô,391.77,436
491,Saias Plissada Estilo 41,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,44,Rosa Bebê,227.13,433
492,Saias Plissada Estilo 6,"Saias em tecido de alta qualidade, design moderno e confortável.",Saias,Plissada,P,Branco,365.05,253
493,Jaquetas Corta-Vento Estilo 15,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Corta-Vento,46,Cinza,342.75,58
494,Blusas Off Shoulder Estilo 39,"Blusas em tecido de alta qualidade, design moderno e confortável.",Blusas,Off Shoulder,44,Bordô,464.76,200
495,Camisetas T-shirts Estilo 38,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,T-shirts,M,Laranja,74.51,499
496,Jaquetas Inverno Estilo 38,"Jaquetas em tecido de alta qualidade, design moderno e confortável.",Jaquetas,Inverno,46,Cinza,413.08,372
497,Camisetas Manga Longa Estilo 42,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Manga Longa,42,Bordô,246.45,447
498,Acessórios Cinto Estilo 26,"Acessórios em tecido de alta qualidade, design moderno e confortável.",Acessórios,Cinto,40,Bege,456.7,115
499,Vestidos Midi Estilo 41,"Vestidos em tecido de alta qualidade, design moderno e confortável.",Vestidos,Midi,38,Branco,167.27,216
500,Camisetas Cropped Estilo 17,"Camisetas em tecido de alta qualidade, design moderno e confortável.",Camisetas,Cropped,38,Bordô,350.92,185
